train/success_rate,train/episode,test/mean_Q,stats_g/std,test/episode,stats_o/std,epoch,stats_o/mean,test/success_rate,stats_g/mean
0.1,20.0,-1.0093601,0.10288474,20.0,0.032857724,0,0.26224977,0.4,0.87042457
